Image,Education_URL,Title,Time Period,Author,Location
https://images.metmuseum.org/CRDImages/ad/mobile-large/DP239228.jpg,https://www.metmuseum.org/art/collection/search/12793,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/rl/mobile-large/DP338585.jpg,https://www.metmuseum.org/art/collection/search/459182,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ma/mobile-large/DP-24160-001.jpg,https://www.metmuseum.org/art/collection/search/633002,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/es/mobile-large/DT812.jpg,https://www.metmuseum.org/art/collection/search/199706,,,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/552888,Child god on a lotus,1070–664 BC,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/DP112377.jpg,https://www.metmuseum.org/art/collection/search/547617,String of Beads with Feline-head Amulets,ca. 1550–1425 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/569748,"Amulet, scorpion",ca. 1295–1070 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/DP345145.jpg,https://www.metmuseum.org/art/collection/search/552647,Human-headed cat,ca. 945–525 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/11.215.711.jpg,https://www.metmuseum.org/art/collection/search/559134,Mold for an Ankh Amulet,ca. 1390–1352 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/LC-07_228_123_EGDP036754.jpg,https://www.metmuseum.org/art/collection/search/544408,"Design Amulet with Loop on the Back, Device of Two Children shown in Opposite Vertical Orientations",ca. 2100–1950 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/559428,Isis Amulet,664–30 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/572740,Osiris Plumes Amulet,664–332 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/552908,Ram's head amulet,ca. 1750 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/555425,Wedjat (eye of Horus) amulet,ca. 1295–1070 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/552969,Wedjat eye amulet,664–332 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/555347,Horns of Ibex Amulet,664–332 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/556056,Sacred eye amulet,ca. 1981–1550 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/LC-44_4_34_EGDP031418.jpg,https://www.metmuseum.org/art/collection/search/546241,Pataikos amulet,664–332 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/89.2.367_acc.jpg,https://www.metmuseum.org/art/collection/search/560603,Thoth amulet,664–30 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/89.2.337_acc.jpg,https://www.metmuseum.org/art/collection/search/560602,Bes amulet,664–332 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/LC-30_8_307_EGDP023589.jpg,https://www.metmuseum.org/art/collection/search/555607,"Falcon-headed crocodile, possibly Soknopaios",1st century BC–1st century AD,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/23.10.52_EGDP017152.jpg,https://www.metmuseum.org/art/collection/search/561556,Swallow amulet,664–380 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/555426,Wedjat (eye of Horus) amulet,ca. 1295–1070 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/550659,Bead Amulet with the Cartouche of Ramesses II,ca. 1295–1070 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/557182,Falcon amulet,ca. 1981–1295 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/588125,Taweret Amulet,664–332 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/LC-59_103_12_EGDP036728.jpg,https://www.metmuseum.org/art/collection/search/555589,Fish (Bolti) Amulet,ca. 2150–1950 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/555257,Amulet,664–332 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/LC-31_3_113f_EGDP034962.jpg,https://www.metmuseum.org/art/collection/search/552518,String of beads,ca. 1070–343 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/as/mobile-large/DP120312.jpg,https://www.metmuseum.org/art/collection/search/44527,Winter landscapes and flowers,Qian Weicheng,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/11.215.169.jpg,https://www.metmuseum.org/art/collection/search/551393,Amulet: Taweret,ca. 1390–1352 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/556075,Falcon amulet,ca. 1981–1550 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ma/mobile-large/DP135144.jpg,https://www.metmuseum.org/art/collection/search/490175,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/17.194.2484_EGDP015646.jpg,https://www.metmuseum.org/art/collection/search/570599,Amulet probably depicting a benu bird,400–30 BC,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/555274,Four-Headed Ram Amulet,664–332 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP168521.jpg,https://www.metmuseum.org/art/collection/search/439373,,,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/553525,Hathor head amulet,ca. 1070–664 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/552694,Amulet of a grasshopper or locust,664–332 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/577305,Scarab Amulet Mold,664–332 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/as/mobile-large/DP-23440-002.jpg,https://www.metmuseum.org/art/collection/search/829402,,,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/546157,Wedjat eye Amulet,664–332 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/556026,Beetle amulet,ca. 1981–1550 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/LC-2021_41_33_EGDP032833.jpg,https://www.metmuseum.org/art/collection/search/329798,Anubis Amulet,ca. 664–30 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/12.180.392.jpg,https://www.metmuseum.org/art/collection/search/559169,Mold for Trussed Duck Amulet,ca. 1390–1352 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP-16826-001.jpg,https://www.metmuseum.org/art/collection/search/438021,The Mystic Marriage of Saint Catherine of Siena,Giovanni di Paolo (Giovanni di Paolo di Grazia),Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/555350,Door Amulet,664–332 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/LC-10_130_1832_EGDP028733.jpg,https://www.metmuseum.org/art/collection/search/545369,Headrest amulet,664–332 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/gr/mobile-large/DP251189.jpg,https://www.metmuseum.org/art/collection/search/775572,,,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/546237,Harpokrates amulet,664–332 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/as/mobile-large/DP-19328-002.jpg,https://www.metmuseum.org/art/collection/search/39552,,,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/555455,Disk amulet,ca. 1295–1070 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/DP-18565-004.jpg,https://www.metmuseum.org/art/collection/search/828564,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ma/mobile-large/DT2180.jpg,https://www.metmuseum.org/art/collection/search/488903,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/as/mobile-large/DP338614.jpg,https://www.metmuseum.org/art/collection/search/49573,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP104989.jpg,https://www.metmuseum.org/art/collection/search/437177,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/ap63.138.3.jpg,https://www.metmuseum.org/art/collection/search/12939,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP274955.jpg,https://www.metmuseum.org/art/collection/search/438659,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/rl/mobile-large/DT3094.jpg,https://www.metmuseum.org/art/collection/search/459074,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/DT11749.jpg,https://www.metmuseum.org/art/collection/search/12678,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/DT2101.jpg,https://www.metmuseum.org/art/collection/search/10207,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DT1570.jpg,https://www.metmuseum.org/art/collection/search/437053,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP145405.jpg,https://www.metmuseum.org/art/collection/search/435714,Curiosity,ca. 1660–62,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP159774.jpg,https://www.metmuseum.org/art/collection/search/436041,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/ap06.178.jpg,https://www.metmuseum.org/art/collection/search/12698,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP-17243-001.jpg,https://www.metmuseum.org/art/collection/search/435626,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/rl/mobile-large/DP-19531-100.jpg,https://www.metmuseum.org/art/collection/search/458972,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/Wrightsman16.jpg,https://www.metmuseum.org/art/collection/search/438100,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/as/mobile-large/DP-32414-022.jpg,https://www.metmuseum.org/art/collection/search/61715,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP-1014-001.jpg,https://www.metmuseum.org/art/collection/search/436322,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/DP167062.jpg,https://www.metmuseum.org/art/collection/search/12845,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/rl/mobile-large/RLC60.jpg,https://www.metmuseum.org/art/collection/search/460189,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/as/mobile-large/DP-23156-001_crd.jpg,https://www.metmuseum.org/art/collection/search/853200,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/ap20.26.jpg,https://www.metmuseum.org/art/collection/search/10743,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/APS530.jpg,https://www.metmuseum.org/art/collection/search/11308,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ma/mobile-large/DP-13025-001.jpg,https://www.metmuseum.org/art/collection/search/486596,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/gr/mobile-large/DP337516.jpg,https://www.metmuseum.org/art/collection/search/254628,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP-23367-001.jpg,https://www.metmuseum.org/art/collection/search/437973,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP274937.jpg,https://www.metmuseum.org/art/collection/search/438623,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/ap1985.22.jpg,https://www.metmuseum.org/art/collection/search/12797,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/DP-22602-001.jpg,https://www.metmuseum.org/art/collection/search/764092,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/ap93.19.2.jpg,https://www.metmuseum.org/art/collection/search/11215,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/as/mobile-large/DP284691_edt.jpg,https://www.metmuseum.org/art/collection/search/78193,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/ap74.35.jpg,https://www.metmuseum.org/art/collection/search/11321,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/ap67.187.138.jpg,https://www.metmuseum.org/art/collection/search/10035,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/DT4656.jpg,https://www.metmuseum.org/art/collection/search/16687,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP-19625-001.jpg,https://www.metmuseum.org/art/collection/search/817124,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DT2137.jpg,https://www.metmuseum.org/art/collection/search/437887,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/ap54.196.1.jpg,https://www.metmuseum.org/art/collection/search/12977,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP-14201-005.jpg,https://www.metmuseum.org/art/collection/search/436483,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DT2001.jpg,https://www.metmuseum.org/art/collection/search/436178,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP145901.jpg,https://www.metmuseum.org/art/collection/search/436622,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ma/mobile-large/DP236124.jpg,https://www.metmuseum.org/art/collection/search/488319,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP-16503-001.jpg,https://www.metmuseum.org/art/collection/search/437704,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/DT1539.jpg,https://www.metmuseum.org/art/collection/search/10793,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP103074.jpg,https://www.metmuseum.org/art/collection/search/438669,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/DP165107.jpg,https://www.metmuseum.org/art/collection/search/15587,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP244873.jpg,https://www.metmuseum.org/art/collection/search/441229,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/APS1730.jpg,https://www.metmuseum.org/art/collection/search/5223,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DT1854.jpg,https://www.metmuseum.org/art/collection/search/437127,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ep/mobile-large/DP-14936-031.jpg,https://www.metmuseum.org/art/collection/search/436012,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/DT236872.jpg,https://www.metmuseum.org/art/collection/search/12696,,,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/ad/mobile-large/ap06.1306.jpg,https://www.metmuseum.org/art/collection/search/13351,,,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/551590,"Amulet, Wedjat eye",ca. 1295–1070 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/569758,"Amulet, lion head",664–30 BC,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/552788,Cow Amulet,664–30 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/552684,Quadruple eye amulet,664–332 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/545422,Heart amulet,ca. 1295–1070 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/560788,Plum-bob amulet,ca. 1981–1550 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/552849,Aegis of Mut Amulet,664–30 B.C.,Unknown Author,"40.7794, -73.9632"
,https://www.metmuseum.org/art/collection/search/329909,Striding Thoth,ca. 400–30 B.C.,Unknown Author,"40.7794, -73.9632"
https://images.metmuseum.org/CRDImages/eg/mobile-large/LC-36_3_200_EGDP025872.jpg,https://www.metmuseum.org/art/collection/search/549073,Amulet in the Shape of a Persea Fruit,ca. 1479–1458 B.C.,Unknown Author,"40.7794, -73.9632"
